IncidentDate,State,CityorCounty,Address,Killed,Injured
2013-12,"New York",Brooklyn,"60 Glenmore Ave",0,6
2013-12,Alabama,Montgomery,"954 Highland Ave",3,5
2013-12,Louisiana,Slidell,"2144 First St",2,6
2013-12,Louisiana,Lockport,"313 Tenth St",3,3
2013-12,"New Jersey",Irvington,"Nye Avenue and 21st Street",3,2
2013-12,"New York",Medford,"33A Cedarhurst Ave",1,3
2013-12,Michigan,Muskegon,"2300 block of W McMillan Rd",1,3
2013-12,"North Carolina",Shelby,"Jose Street",0,4
2013-12,"New Jersey",Trenton,"Jersey Street and Home Avenue",1,4
2013-12,Florida,"Homestead (Florida City)","7th Avenue and 13th Terrace",1,3
2013-12,Texas,Channelview,"900 block of Ashland Boulevard",0,5
2013-12,"North Carolina",Statesville,"167 Wallace Springs",0,4
2013-12,Delaware,Wilmington,"3421 Kirkwood Hwy",0,4
2013-12,Kansas,Topeka,"1629 SW Central Park",4,0
2013-12,Florida,Miami,"NW 64th Street and 12th Avenue",2,2
2013-11,Michigan,Lansing,N/A,0,5
2013-11,Georgia,Valdosta,"Gordon Street and North Ashley Street",0,4
2013-11,California,Fresno,"Oleander and Modoc",0,4
2013-11,Indiana,Indianapolis,"3400 block of East 34th Street",0,4
2013-11,"New York",Rochester,"St. Paul Boulevard and Andrews Street",0,4
2013-11,Minnesota,Minneapolis,"1611 E Lake St",1,3
2013-11,California,Oakland,"96th Avenue and Olive Street",0,7
2013-11,Oklahoma,Tulsa,"Pine Street and Harvard Avenue",4,1
2013-11,Pennsylvania,Philadelphia,"1400 block of N. 60th Street",0,4
2013-11,Texas,Houston,"8200 block of Sunbury",3,2
2013-11,Texas,Houston,"4400 block of Tiffany",1,3
2013-11,"New York",Brooklyn,"318 Maujer St",4,1
2013-11,Ohio,Canton,"1215 Tuscarawas St W",1,3
2013-11,Arizona,Phoenix,"5800 South 53rd Glen",1,3
2013-11,Texas,Cypress,"7300 block of Enchanted Creek Drive",2,16
2013-11,Michigan,Detroit,"Conley and 7 Mile",3,7
2013-11,Florida,Jacksonville,"1100 block of Randolph",4,0
2013-11,"District of Columbia",Washington,"3900 block of Minnesota Ave",0,4
2013-11,California,"Los Angeles","1 World Way",1,3
2013-11,California,Perris,"2900 block of Perris Boulevard",0,5
2013-11,Kentucky,Radcliff,"355 Shelby Avenue",1,3
2013-10,"South Carolina","Bradley (Callison)","Callison Highway",5,0
2013-10,California,Vallejo,"200 block of Princeton Avenue",1,6
2013-10,"North Carolina","Southern Pines","115 Turner St",1,4
2013-10,California,Roseville,"6th Street and Hampton",0,4
2013-10,Texas,Beaumont,"500 block of Edgemore Drive",0,4
2013-10,Connecticut,"New Haven","85 Saint John St",1,5
2013-10,Florida,"Miami Gardens","NW 187 Street and 30 Avenue",0,4
2013-10,Pennsylvania,"Pittsburgh (Homewood)","7200 block of Kelly Street",2,5
2013-10,Florida,Miami,"19600 block of Southwest 168th Street",2,2
2013-10,Florida,Margate,"7400 block of Santa Monica Drive",0,4
2013-10,Pennsylvania,Harrisburg,"1524 Walnut St",0,8
2013-10,Oklahoma,Tulsa,"12000 E 31st St",0,5
2013-10,Texas,Paris,"400 block of NE 6th Street",4,0
2013-10,Pennsylvania,Philadelphia,"54th St. and Florence Ave",1,5
2013-10,Arizona,Avondale,"11120 W Van Buren St",0,4
2013-10,"New York",Buffalo,"102  Zelmer Street",0,4
2013-10,California,Fresno,"3883 E. Calwa #114",1,12
2013-10,Nebraska,Omaha,"North 42nd and Browne streets",0,4
2013-09,Illinois,Chicago,"6000 block of South Indiana Avenue",0,4
2013-09,Ohio,Zanesville,"753 Putnam Ave",0,4
2013-09,"North Carolina","Haw River","1003 W. Main St",0,4
2013-09,"West Virginia",Huntington,"300 W 7th Ave",0,6
2013-09,Missouri,"Saint Louis","3916 North Florissant Road",1,3
2013-09,Kansas,Wichita,"100 block of N. Mead",1,6
2013-09,Michigan,Muskegon,"149 Ottawa Ave",2,4
2013-09,Florida,"Palm Beach","2600 block of Forest Hill Boulevard",0,4
2013-09,Texas,Rice,"700 block of NW 0149",5,0
2013-09,California,"Long Beach","6500 block of Rose Avenue",2,2
2013-09,Illinois,Chicago,"1809 W 50th St",0,12
2013-09,Tennessee,Memphis,"1033 Whitaker",1,4
2013-09,Florida,Kissimmee,"Flying Fortress Avenue",0,5
2013-09,Nevada,"Las Vegas","1300 block of Bartlett Avenue",0,4
2013-09,Michigan,Lansing,"1500 block of Ottawa Street",0,4
2013-09,California,Stockton,"700 block of North Airport Way",2,3
2013-09,"District of Columbia","Washington Navy Yard","1336 Isaac Hull Ave",11,3
2013-09,Colorado,"Colorado Springs","1609 South Nevada",0,5
2013-09,Washington,Yakima,"2209 W Nob Hill Blvd",0,6
2013-09,Georgia,Snellville,"4630 Anderson Livsey Lane",3,1
2013-09,"North Carolina",Marion,"80 Finley Road",0,4
2013-09,Tennessee,"Crab Orchard",N/A,4,0
2013-09,"District of Columbia",Washington,"First Street and Pierce Street NW",1,3
2013-09,"New York","New York","204 Varick St",0,4
2013-09,Connecticut,Bridgeport,"Reservoir Ave and Grandview Ave",1,4
2013-09,Indiana,Gary,"9300 block of Sunrise Boulevard",2,4
2013-09,Missouri,"Saint Louis","5000 block of Durant Ave",1,3
2013-09,"North Carolina",Charlotte,"2500 block of Pinckney Avenue",0,4
2013-08,California,Oakland,"1300 block of 104th Avenue",0,4
2013-08,Florida,"Lake Butler","1050 Southeast 6th Street",4,1
2013-08,Minnesota,Minneapolis,"2600 block of Cedar and 2600 block of 18th Avenue South",2,2
2013-08,"South Carolina",Latta,"214 Willis St",1,3
2013-08,Maryland,Baltimore,"1200 block of S. Carey St",2,2
2013-08,Illinois,Chicago,"1011 W. Wilson",1,4
2013-08,"New Jersey","Port Norris","1600 block of North Avenue",0,4
2013-08,Ohio,Toledo,"2272 Scottwood Ave",0,4
2013-08,"South Carolina",Chesterfield,"3217 Center Point Rd",1,4
2013-08,Illinois,Chicago,"100 block of South Springfield",1,3
2013-08,California,"San Francisco","1738 Telegraph Avenue",0,4
2013-08,Oklahoma,"Oklahoma City","4601 SE 79",4,0
2013-08,Pennsylvania,Philadelphia,"1100 block of Divinity Street",0,4
2013-08,Virginia,Portsmouth,"1100 block of Mt. Vernon Ave",1,4
2013-08,"New York",Brooklyn,"395 East 48th Street",0,4
2013-08,Delaware,Wilmington,"1200 block of Second Street",0,4
2013-08,Missouri,"Saint Louis","4200 block of Kossuth Ave",2,2
2013-08,Texas,Dallas,"7100 block of Long Canyon Trail",4,4
2013-08,"New Jersey",Montclair,"Mission Street",0,4
2013-08,Pennsylvania,Saylorsburg,"1000 Ross Municipal Dr",3,4
2013-08,Missouri,"Kansas City","2400 block of  Park Avenue",1,3
2013-08,California,Salinas,"624 Williams Road",3,4
2013-08,Michigan,Detroit,"Murray Hill St",0,5
2013-08,Indiana,Indianapolis,"62nd and College Ave",0,4
2013-08,"New Jersey",Newark,"Livingston St. and 18th Avenue",2,3
2013-07,"New Mexico",Hobbs,"2000 block of North Bensing Rd",0,4
2013-07,Washington,Granger,"300 block of S. Outlook Rd.",0,4
2013-07,Texas,Dallas,"2400 block of Royal Lane",0,4
2013-07,Florida,Hialeah,"1485 W 46th St",7,0
2013-07,"West Virginia",Clarksburg,"743 Locust Avenue",4,0
2013-07,Michigan,Inkster,"Oakwood Street",0,4
2013-07,Kansas,Topeka,"221 SE Lawrence St",0,4
2013-07,"New York",Brooklyn,"1445 Lincoln Place",0,4
2013-07,"New York",Brooklyn,"Grove Street",0,5
2013-07,Connecticut,Hartford,"3155 Main St",0,4
2013-07,California,Madera,"Yosemite Avenue and Cleveland",0,4
2013-07,California,Oakland,"3400 block of Wilson Avenue",1,3
2013-07,Kansas,Wichita,"11th Street and Mead",1,4
2013-07,Michigan,"Grand Rapids (Kentwood)","Farmview Ct SE",0,5
2013-07,Ohio,Campbell,"Seventh Street",0,4
2013-07,"District of Columbia",Washington,"2700 block of Stanton Road",0,4
2013-07,Oklahoma,"Oklahoma City","5405 N. Lincoln Blvd",1,3
2013-07,"New Jersey","Trenton (Hamilton Township)","1100 block of Deutz Ave",1,4
2013-07,Kentucky,Greensburg,"194 C Mays Rd",2,2
2013-07,California,"San Francisco","3192 16th St",1,3
2013-07,"North Carolina",Charlotte,"6300 block of Reagan Drive",2,2
2013-07,Illinois,Rockford,"600 block of Woodlawn Avenue",2,2
2013-07,Maryland,Baltimore,"600 block of N. Carrollton Ave",0,4
2013-07,Florida,"Pompano Beach","1600 block of Northwest 7th Lane",1,3
2013-07,California,Stockton,"2600 block of Connecticut Avenue",1,4
2013-07,Illinois,Chicago,"11300 block of S Forest Ave",0,5
2013-07,Mississippi,Meridian,"2500 block of 5th Street",0,4
2013-07,Alabama,Florence,"West Mobile Street",0,4
2013-07,"New York",Brooklyn,"472 Marcy Avenue",1,3
2013-07,Michigan,Pontiac,"441 N Perry St",1,6
2013-07,Illinois,Chicago,"6000 block of South Cottage Grove Avenue",0,4
2013-07,Texas,"Fort Worth","2900 block of Pate Drive",4,0
2013-06,"New York",Brooklyn,"616 E. 52nd Street",0,9
2013-06,Colorado,Aurora,"2300 block of Paris St",0,4
2013-06,"South Carolina","North Charleston","4400 Dorchester Road; Suite 115",3,1
2013-06,Illinois,Chicago,"4800 block of North Sheridan Road",0,6
2013-06,California,"Three Rivers","39553-39833 Sierra Dr",2,2
2013-06,Illinois,Chicago,"73rd Street and King Drive",1,4
2013-06,Missouri,"Kansas City","1711 Kansas Avenue",1,3
2013-06,Virginia,"Virginia Beach","4600 block of Columbus Street",1,4
2013-06,Louisiana,"New Orleans","5700 block of Wickfield Drive",0,4
2013-06,Missouri,"Kansas City","1917 Prospect Ave",1,8
2013-06,California,Sacramento,"Sea Drift Way",1,3
2013-06,Tennessee,Chattanooga,"1501 Dodds Ave",1,4
2013-06,"Rhode Island",Providence,"55 Curtis",0,4
2013-06,Maryland,Baltimore,"700 block of N. Kenwood Avenue",1,4
2013-06,Illinois,Chicago,"2900 block of North Kilpatrick Avenue",1,3
2013-06,"North Carolina",Greenville,"205 Greenville Blvd SW",0,5
2013-06,Virginia,Norfolk,"1225 Tidewater Drive",0,6
2013-06,Illinois,Chicago,"900block of East 79th Street",1,3
2013-06,Texas,Houston,"9780 Bissonnet",1,3
2013-06,Tennessee,Nashville,"135 Brinkhaven Ave",0,4
2013-06,"Rhode Island",Providence,"256 Hartford Ave",1,3
2013-06,"North Carolina","High Point","2201 Little Avenue",0,5
2013-06,Illinois,Chicago,"5700 block of South Sangamon Street",1,4
2013-06,Missouri,"Saint Louis","4700 block of Highland Ave",0,6
2013-06,Pennsylvania,York,"600 block of West Princess Street",0,4
2013-06,California,"Santa Monica","2036 Yorkshire Ave",6,1
2013-06,Georgia,Lagrange,"Union Street",0,7
2013-06,Virginia,"Virginia Beach","4000 block of Roebling Lane",0,7
2013-06,Indiana,Indianapolis,"1913 East 46th Street",0,4
2013-06,California,Vallejo,"1st block of Linfield Drive",2,2
2013-06,Wisconsin,Milwaukee,"4126 N Teutonia Ave",0,4
2013-05,Georgia,Atlanta,"1000 block of Fair Street",0,4
2013-05,Illinois,Chicago,N/A,0,4
2013-05,Tennessee,Memphis,"2850 Brewer Avenue",1,3
2013-05,Virginia,Hampton,"1900 block of Coliseum Drive",1,4
2013-05,Michigan,Flint,"1100 block of Paterson",1,3
2013-05,California,Bakersfield,"3700 block of Columbus Street",2,2
2013-05,Tennessee,"Bean Station","1034 Main Street",2,2
2013-05,Illinois,Chicago,"5200 block of West Iowa Street",0,4
2013-05,Michigan,Detroit,N/A,0,4
2013-05,Tennessee,Memphis,"2281 Ketchum Rd",2,2
2013-05,Virginia,Victoria,"2073 Pleasant Oak Rd",0,4
2013-05,Pennsylvania,Philadelphia,"2600 block of Daggett Street",0,4
2013-05,Michigan,Detroit,"9000 block of Carlin",1,4
2013-05,Ohio,Cincinnati,"Kings Run Road",0,4
2013-05,Louisiana,"New Orleans","Frenchmen Street",0,19
2013-05,Arizona,"Apache Junction","3600 block of East Apache Trail",0,5
2013-05,Indiana,Columbus,"E Main Cross St",5,0
2013-05,"New Jersey","Jersey City","Fremont Street",0,4
2013-05,Pennsylvania,Philadelphia,"21st Street and Medary Avenue",0,4
2013-05,California,"Los Angeles","1600 block of West 205th Street",3,1
2013-05,Pennsylvania,Johnstown,"Horner and Messenger streets",0,4
2013-05,California,"Palo Alto","Bay Road and University Avenue",0,5
2013-05,"North Carolina",Smithfield,"150 South Equity Drive",0,4
2013-05,"New Jersey",Newark,"804 S. 16th St",0,5
2013-04,Tennessee,Jackson,"438 East Main Street",2,2
2013-04,Pennsylvania,Chester,"Rose and Upland Street",1,3
2013-04,"North Carolina",Charlotte,"William Reynolds Drive",0,5
2013-04,Florida,Williston,"County Road 318",1,3
2013-04,Ohio,Oberlin,"500 block of West College Street",0,4
2013-04,Illinois,Manchester,"East Street",6,1
2013-04,Louisiana,Harvey,"2300 block of Lapalco Boulevard",0,5
2013-04,Illinois,"Chicago (Englewood)","5700 block of South Lowe Avenue",0,4
2013-04,Washington,"Federal Way","33300 block of 18th Lane South",5,0
2013-04,Ohio,Akron,"Kimlyn Circle",4,0
2013-04,Arizona,Phoenix,"12400 North 25th Avenue",2,4
2013-04,Kentucky,Lexington,"750 East New Circle Rd",1,4
2013-04,California,Vallejo,"1800 block of Mini Drive",0,4
2013-04,Pennsylvania,Philadelphia,"Somerset Street and Lee Street",1,3
2013-04,California,"Long Beach","300 block of East Home Street",1,3
2013-04,"New York","New York (Manhattan)","900 Garden Way",1,3
2013-04,"South Carolina",Greenwood,"Tabor Street",1,4
2013-03,Washington,Auburn,"2802 Auburn Way North",3,2
2013-03,California,"Merced (county)","9200 block of Westside Boulevard",3,2
2013-03,"New York",Brooklyn,"2703 W. 33rd Street",1,3
2013-03,Missouri,"Kansas City","4900 block of Brookside Blvd",1,3
2013-03,Illinois,Chicago,"West 87th Street and Ashland Avenue",0,7
2013-03,Florida,"Belle Glade","Northwest 16th Street and Northwest Avenue L",0,5
2013-03,California,Stockton,"1800 block of East Sonora Street",2,3
2013-03,California,Galt,"Dover Drive",0,7
2013-03,California,Modesto,"1400 block of Western Way",0,4
2013-03,"New York",Mohawk,"17 W Main St",5,2
2013-03,California,Oceanside,"504 Calle Montecito",2,2
2013-03,"District of Columbia",Washington,"1200 North Capitol Street",0,13
2013-03,Missouri,"Kansas City","9331 Hillcrest Rd",0,5
2013-03,Mississippi,Jackson,"2900 block of Greenwood Avenue",2,2
2013-03,Indiana,Indianapolis,"1800 block of Edinburge Square",1,3
2013-03,California,"Los Banos","800 block of La Mesa Lane",1,3
2013-03,Michigan,"Saginaw (county)","4030 Dixie Hwy",0,4
2013-03,Georgia,Moultrie,"224 Second Street Northwest",2,2
2013-03,Louisiana,Shreveport,"7000 block of Burlingame Boulevard",1,3
2013-02,Georgia,Macon,"2800 block of Mercer University Drive",0,8
2013-02,California,Lancaster,"43145 Business Center Parkway",0,4
2013-02,Michigan,"Grand Rapids","1447 Grandville Ave. SW",0,4
2013-02,Oklahoma,Tulsa,"1200 block of North 89th East Avenue",1,3
2013-02,California,"Orange (county)","Katella Avenue",4,3
2013-02,Utah,Midvale,"8286 Adams Street and 450 West Street",4,1
2013-02,Delaware,Wilmington,"500 North King Street",3,2
2013-02,California,Vallejo,"800 block of Humboldt Street",1,4
2013-02,Louisiana,"New Orleans","400 block of Bourbon Street",0,4
2013-02,Illinois,Chicago,"2500 block of East 75th Street",0,4
2013-02,California,"Yuba (county)","5800 block of Poplar Avenue",1,3
2013-02,Tennessee,Memphis,"2514 Mount Moriah",0,5
2013-01,Ohio,Springfield,"601 West Main Street",1,3
2013-01,"District of Columbia",Washington,"2403 Benning Road Northeast",0,5
2013-01,Louisiana,Charenton,"1000 block of Flat Town Road",2,3
2013-01,Missouri,"Saint Louis","W Florissant Ave and Riverview Blvd",1,3
2013-01,Tennessee,Chattanooga,"1501 Dodds Ave",1,3
2013-01,Maryland,Baltimore,"1500 block of W. Fayette St.",1,6
2013-01,California,Brentwood,"1100 block of Breton Drive",0,4
2013-01,Louisiana,"New Orleans","LaSalle Street and Martin Luther King Jr. Boulevard",0,5
2013-01,"New Mexico",Albuquerque,"2806 Long Lane",5,0
2013-01,Oklahoma,Tulsa,"6000 block of South Owasso",4,0
2013-01,California,Hawthorne,"13500 block of Cerise Avenue",1,3
2013-01,Pennsylvania,Mckeesport,"1506 Versailles Avenue and Coursin Street",0,4
2017-12,Colorado,"Littleton (Highlands Ranch)","3404 E County Line Rd",2,6
2017-12,Illinois,Chicago,"2335 Howard St",0,4
2017-12,"New Jersey","Long Branch","635 Wall St",4,0
2017-12,Nevada,"Las Vegas","3750 E Bonanza Rd",2,2
2017-12,Florida,Miami,"NW 18th Ave and 86th Ter",0,5
2017-12,Mississippi,Vicksburg,"1111 Mulberry Street",0,5
2017-12,Alabama,Troy,"100 block of Chapman St",1,4
2017-12,Louisiana,Eunice,"100 block of City Avenue",1,3
2017-12,Alabama,Birmingham,"3rd Ave N and 9th St N",0,4
2017-12,Pennsylvania,Philadelphia,"6600 block of Dorel St",1,3
2017-12,Louisiana,Lafayette,"1500 block of N University Avenue",0,4
2017-12,Mississippi,"Mc Cool (Mccool)","Ferguson Rd",0,4
2017-12,California,Pacoima,"13041 Jouett Street",0,5
2017-12,Ohio,Columbus,"200 block of E Barthman Ave",1,3
2017-12,Kentucky,Louisville,"17th and Gallagher Streets",0,4
2017-12,Texas,Garland,"1301 Rivercrest Ln",0,4
2017-12,Massachusetts,Boston,"Proctor St",0,4
2017-12,Illinois,Chicago,"4620 N Broadway",0,4
2017-12,Pennsylvania,Pittsburgh,"7200 block of Everton St",2,2
2017-12,Tennessee,Memphis,"656 Marshall Ave",1,3
2017-12,Michigan,Detroit,"5200 Woodward Avenue",0,4
2017-11,Michigan,Detroit,"11000 block of Gunston",1,4
2017-11,Mississippi,Brookhaven,"119 Martin Street",1,6
2017-11,Ohio,Cleveland,"11618 Buckeye Rd",1,5
2017-11,Minnesota,Minneapolis,"3600 block of Emerson Avenue North",0,4
2017-11,Louisiana,"New Iberia","900 Block of Mississippi St",0,4
2017-11,Georgia,Columbus,"1400 block of 15th Street",0,7
2017-11,California,Corning,"17357 Stagecoach Rd",6,12
2017-11,California,Richmond,"900 Block of View Dr",2,2
2017-11,Indiana,Gary,"4601 Melton Rd",0,7
2017-11,California,Fresno,"S Calvin Ave",0,5
2017-11,Georgia,Atlanta,"50 Lower Alabama St",2,2
2017-11,Texas,Dallas,"2532 Martin Luther King Jr Blvd",1,3
2017-11,Louisiana,"New Orleans","Forstall Street and Burgundy Street",1,5
2017-11,"North Carolina",Fayetteville,"2835 Bragg Blvd",1,5
2017-11,Ohio,"Dayton (Trotwood)","193 Olive Rd",0,4
2017-11,Pennsylvania,Philadelphia,"1800 block of Ringgold",0,4
2017-11,Texas,"Sutherland Springs","216 4th St",27,20
2017-11,Texas,Austin,"N Lamar Blvd and Masterson Pass",0,4
2017-11,Ohio,Youngstown,"2810 Market St",0,4
2017-11,California,"Santa Monica","1515 Ocean Avenue",1,3
2017-11,Minnesota,Minneapolis,"10th Ave S and E 24th St",0,4
2017-11,California,Gardena,"E 163rd St and S Main St",0,4
2017-11,"New York",Buffalo,"147 Roosevelt Ave",0,4
2017-11,Louisiana,Lacombe,"27600 block of Mirmar Street",1,4
2017-10,Texas,Austin,"5500 block of Ave F",1,3
2017-10,Ohio,Toledo,"1327 N Huron St",0,4
2017-10,Virginia,Petersburg,"N Sycamore St and Franklin",1,3
2017-10,Kentucky,Louisville,"1716 Prentice St",0,6
2017-10,California,"San Francisco","1100 block of Fillmore",0,4
2017-10,California,"Clearlake Oaks","13000 block of Anchor Village",2,3
2017-10,Connecticut,Hartford,"Wethersfield Avenue and Elliott Street",0,4
2017-10,Alabama,Lanett,"1606 19th St Sw",2,7
2017-10,Florida,Jacksonville,"164 E Eubanks St",0,4
2017-10,Tennessee,Nashville,"1277 12th Ave S",0,4
2017-10,Pennsylvania,Chester,"1200 block of W Carlas Ln",0,4
2017-10,Florida,Tampa,"400 Block of E Nordica St",0,4
2017-10,Maryland,Edgewood,"2111 Emmorton Park Rd",3,3
2017-10,"New York",Brooklyn,"181 Martense St",0,4
2017-10,Mississippi,Meridian,"5th Street",1,3
2017-10,Texas,Houston,"6233 Gulfton St",2,2
2017-10,Arizona,Phoenix,"107th Ave and Camelback Rd",1,3
2017-10,California,"Aliso Viejo","6 Asbury Ct",2,2
2017-10,Ohio,Pedro,"15497 SR 93",4,0
2017-10,California,"San Francisco","25th St and Treat Ave",0,4
2017-10,Texas,Houston,"3352 Old Spanish Trail",0,5
2017-10,Arizona,Phoenix,"87th Ave and Thomas Rd",0,4
2017-10,Illinois,Chicago,"8000 block of S Marshfield",0,5
2017-10,Arizona,"Casa Grande","400 block of W 13th Street",4,0
2017-10,Florida,Miami,"2051 NW 65th St",0,4
2017-10,Kansas,Lawrence,"1000 block of Massachusetts St",3,2
2017-10,Nevada,"Las Vegas","3950 Las Vegas Blvd S",59,441
2017-09,Tennessee,Memphis,"800 block of Kerr Avenue",1,3
2017-09,Louisiana,"New Orleans","2001 N Rocheblave St",1,3
2017-09,Pennsylvania,Philadelphia,"100 block of Pastorius St",1,3
2017-09,Tennessee,Memphis,"2531 Chelsea Ave",0,4
2017-09,Maryland,Baltimore,"3200 block of Lyndale Ave",2,2
2017-09,Maryland,Baltimore,"500 block of E. Patapsco Avenue",0,4
2017-09,Tennessee,Antioch,"3890 Pin Hook Rd",1,8
2017-09,"New York",Syracuse,"1226 E Fayette St",0,4
2017-09,"New Jersey","Mays Landing","6000 block of Hoover Dr",1,3
2017-09,California,Bakersfield,"818 Real Rd",1,4
2017-09,Illinois,Danville,"Seminary St and Jackson St",0,5
2017-09,Connecticut,Hartford,"1164 Albany Ave",2,2
2017-09,Indiana,Gary,"4300 block of 23rd Ct",0,5
2017-09,Michigan,Detroit,"5000 block of Stanton Street",1,3
2017-09,Virginia,Petersburg,"300 Mistletoe St",1,4
2017-09,"South Carolina",Columbia,"920 Lady Street",0,8
2017-09,Tennessee,Memphis,"1000 block of Morehead St",1,5
2017-09,Washington,Rockford,"14626 S Jackson Rd",1,3
2017-09,Pennsylvania,York,"400 block of S Duke St",0,4
2017-09,Pennsylvania,Philadelphia,"3100 block of N 2nd St",0,4
2017-09,Louisiana,"New Orleans","2101 N Claiborne Ave",1,3
2017-09,Texas,Plano,"1712 West Spring Creek Parkway",9,1
2017-09,Alabama,Selma,"Kings Bend Road",0,4
2017-09,Illinois,Chicago,"2700 block of Madison",0,4
2017-09,Illinois,Bellwood,"1000 block of Bellwood Ave",0,4
2017-09,California,Inglewood,"10100 block of S Firmona Ave",2,3
2017-09,Kentucky,Louisville,"8008 Watterson Trl",0,4
2017-09,Illinois,Chicago,"8300 block of S Hermitage",1,3
2017-08,"New Mexico",Clovis,"701 N Main St",2,4
2017-08,California,Sacramento,"7760 24th St",1,4
2017-08,Indiana,Evansville,"1127 Chestnut St",1,3
2017-08,Florida,Gainesville,"1600 NE 8th Ave",0,4
2017-08,Missouri,"Saint Louis","10400 block of Balmoral Dr",4,0
2017-08,Illinois,Chicago,"300 block of N Central Ave",0,4
2017-08,"New Jersey",Newark,"Fabyan Place",0,4
2017-08,"North Carolina",Whitakers,"980 Fishing Creek Rd",4,0
2017-08,"New Jersey",Newark,"700 block of S 19th St",1,3
2017-08,Maryland,Baltimore,"Cottage Avenue and Park Heights Avenue",1,3
2017-08,Tennessee,Memphis,"262 Decatur St",0,4
2017-08,"New York",Brooklyn,"100th St and Ave M",0,4
2017-08,Illinois,Chicago,"11901 S Loomis St",2,5
2017-08,Ohio,Cleveland,"11143 Superior Ave",1,4
2017-08,"New York",Wyandanch,"Merritt Ave and 15th St",0,4
2017-08,California,"North Hollywood","Morrison St and Klump Ave",2,2
2017-08,Pennsylvania,Philadelphia,"39th St and Melon St",0,5
2017-08,California,Sacramento,"4000 Block of Martin Luther King Jr Blvd",0,4
2017-08,Virginia,Suffolk,"8700 block of Quay Rd",0,4
2017-08,Missouri,"Saint Louis","12310 Bellefontaine Rd",1,3
2017-08,Illinois,Chicago,"1 block of East 37th St",1,6
2017-08,"New York",Bronx,"Wickham Ave",0,6
2017-08,"New York",Bronx,"Unionport Rd",0,4
2017-08,California,Oakland,"1000 block of 106th Avenue",0,7
2017-08,"New Jersey",Lakewood,"900 block of Brook Road",0,4
2017-08,"South Carolina",Allendale,"300 block of Ellis St",1,3
2017-08,Florida,Tallahassee,"1939 W Tennessee St",1,3
2017-08,Montana,"Lodge Grass","200 block of North Helen Street",3,2
2017-08,"District of Columbia",Washington,"3426 18th St NE",1,3
2017-08,Maryland,Baltimore,"900 block of N Broadway",0,4
2017-08,Illinois,Chicago,"800 block of N Monticello Ave",0,4
2017-08,Washington,Toppenish,"8000 Block of Lateral C Rd",0,6
2017-08,California,Fresno,"Mariposa St and A St",0,7
2017-07,Illinois,Decatur,"Jasper St and Main St",0,4
2017-07,Virginia,Norfolk,"1500 block of Azalea Garden Rd",1,5
2017-07,Texas,"El Paso","1810 George Dieter Dr",1,3
2017-07,"New York",Buffalo,"200 block of Carl St",1,4
2017-07,"North Carolina",Salisbury,"115 W Fisher St",2,3
2017-07,Delaware,Wilmington,"400 block of N Washington St",0,4
2017-07,Illinois,Chicago,"2000 block of E 71st St",1,4
2017-07,"North Carolina","High Point","2111 E. Green Drive",1,6
2017-07,Florida,Jacksonville,"1040 Golfair Boulevard",1,3
2017-07,Illinois,Chicago,"1500 block of East 82nd St",1,3
2017-07,Louisiana,"Baton Rouge","10360 Ave H",0,4
2017-07,Ohio,Cincinnati,"130 E Clifton Ave",0,5
2017-07,Virginia,Richmond,"2300 block of Bethel St",0,5
2017-07,California,"Los Angeles","Imperial Hwy and Broadway",1,3
2017-07,Wisconsin,Milwaukee,"3000 block of N 39th St",0,4
2017-07,"New Jersey",Trenton,"Hewitt St and Division St",1,3
2017-07,Arizona,"El Mirage","NW Grand Ave and W Thunderbird Rd",0,4
2017-07,Pennsylvania,Philadelphia,"21st and Fitzwater",1,3
2017-07,Illinois,Chicago,"12200 block of S Throop St",0,4
2017-07,Virginia,Lawrenceville,"500 block of Sturgeon Rd",0,7
2017-07,Illinois,Alton,"700 block of Oakwood Ave",0,4
2017-07,Ohio,Cincinnati,"9917 Capstan Dr",1,8
2017-07,Mississippi,Meridian,"Eighth Ave",0,4
2017-07,Georgia,Savannah,"Jefferson Street and West St. Julian Street",0,4
2017-07,Illinois,"Chicago (Roseland)","11000 block of S Eberhart",2,2
2017-07,Maine,Madison,"300 block of Russell Rd",4,1
2017-07,Florida,"Orlando (Pine Castle)","501 W Lancaster Rd",0,4
2017-07,Virginia,Hampton,"500 block of Patterson Ave",1,4
2017-07,"North Carolina",Raleigh,"105 E South St",1,3
2017-07,Alabama,Prattville,"112 US 82",3,1
2017-07,Michigan,Pontiac,"50 block of Thorpe St",1,3
2017-07,"New Jersey","Jersey City","Wilkinson Avenue",0,4
2017-07,"South Carolina",Greenwood,"SC 72 Bypass",0,4
2017-07,Illinois,Momence,"2727 S 13000 Rd E",0,4
2017-07,"New Jersey",Newark,"Lincoln Park and Pennsylvania Avenue",2,2
2017-07,California,Oakland,"3200 Humboldt Ave",0,4
2017-07,Arkansas,"Little Rock","220 W 6th St",0,25
2017-06,"New York",Bronx,"1650 Grand Concourse",2,6
2017-06,Illinois,Chicago,"200 block of S Lotus",0,5
2017-06,"District of Columbia",Washington,"5900 block of Southern Ave SE",0,4
2017-06,Missouri,"Saint Louis","5000 block of Thekla Ave",1,3
2017-06,Florida,"Fort Lauderdale","2335 NW 16th Ct",1,4
2017-06,"New York","New York (Manhattan)","114th St and Manhattan Ave",0,5
